protocol,fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9
control_untreated_heat_TDP-43_DAPI_BIII_TDP-43,0.9915147569444444,0.9960536858974358,0.9952766262755102,0.9893465909090908,0.9994140625,0.9822501717032968,0.9868354301948052,0.9964325573979592,0.9875550881410255,0.9923955251479292
control_untreated_heat_FUS_DAPI,0.812139423076923,0.7923509247448979,0.7854166666666667,0.8363481570512821,0.7074032738095238,0.7772839604591837,0.7866443452380952,0.7803485576923077,0.7470273866758241,0.7930584343112244
control_untreated_heat_FUS_BIII,0.9955729166666668,0.9681321747448979,0.9681122448979592,0.9944310897435896,0.9633928571428572,0.9983444940476188,0.9934151785714286,0.9788345025510204,0.9522879464285716,0.9626913265306122
control_untreated_heat_FUS_DAPI_BIII,0.9971354166666666,0.9824019451530612,0.9702248086734694,0.9956530448717948,0.9678571428571427,0.996452487244898,0.989453125,0.9825291895604396,0.9582117101648352,0.9554368622448979
control_untreated_heat_FUS_FUS,0.991366185897436,0.9986049107142856,0.9639694940476192,0.9949719551282052,0.9971898915816326,0.9794599931318682,0.9888392857142856,0.9723539806547621,0.9810267857142856,0.9828005420918366
control_untreated_heat_FUS_DAPI_BIII_FUS,0.9995793269230768,0.9996611926020408,0.9934630102040816,0.998858173076923,0.9849728954081634,0.9999570741758242,0.999014136904762,0.9967215401785714,0.9935396634615384,0.9958745216836734
control_untreated_heat_hnRNPA1_DAPI,0.6857829670329669,0.7880952380952382,0.7752103365384615,0.725751201923077,0.7571893601190477,0.7201543898809524,0.7782366071428571,0.6986108896683673,0.8007597870879121,0.7445790816326531
control_untreated_heat_hnRNPA1_BIII,0.9295758928571428,0.9853236607142856,0.9900841346153848,0.9684695512820513,0.9266183035714284,0.9567150297619048,0.984170386904762,0.9872767857142856,0.9556760204081634,0.9879378434065934
control_untreated_heat_hnRNPA1_DAPI_BIII,0.9666680975274724,0.9840773809523812,0.9877003205128204,0.9685296474358972,0.937909226190476,0.9646577380952379,0.98125,0.9859095982142858,0.9638349931318682,0.9870793269230768
control_untreated_heat_hnRNPA1_hnRNPA1,0.8766025641025641,0.8954613095238095,0.8190504807692307,0.8077524038461539,0.9026785714285714,0.8666852678571428,0.8779296875,0.8847257653061225,0.8700206043956045,0.9293655563186812
control_untreated_heat_hnRNPA1_DAPI_BIII_hnRNPA1,0.9791809752747253,0.9925223214285714,0.9970753205128206,0.9597556089743592,0.9578125,0.9881510416666668,0.9907126913265308,0.9903539540816326,0.9879163804945056,0.9943552541208792
control_untreated_heat_hnRNPK_DAPI,0.7799479166666667,0.8151475694444444,0.7473958333333334,0.8182477678571427,0.7374069940476191,0.7398437499999999,0.7660036670918368,0.8433965773809524,0.7446886957908163,0.7082287016369048
control_untreated_heat_hnRNPK_BIII,0.9805431547619048,0.962479967948718,0.9661644345238094,0.9792224702380952,0.9220982142857144,0.971763392857143,0.9766369047619048,0.9438988095238096,0.9391143176020408,0.927060081845238
control_untreated_heat_hnRNPK_DAPI_BIII,0.9635788690476192,0.9641276041666668,0.9704427083333332,0.9773065476190476,0.9391927083333332,0.9774181547619047,0.9677535076530612,0.9406808035714284,0.9323580994897959,0.9334922889610392
control_untreated_heat_hnRNPK_hnRNPK,0.9471726190476192,0.9656901041666666,0.9564102564102565,0.93671875,0.8773623511904763,0.9267113095238096,0.9595424107142856,0.9450985863095238,0.9764337225274724,0.9560166396103896
control_untreated_heat_hnRNPK_DAPI_BIII_hnRNPK,0.9884672619047621,0.975,0.9956730769230768,0.9927083333333332,0.9543898809523812,0.9864955357142856,0.9798907844387754,0.9726934523809524,0.9794170673076924,0.9769683441558442
control_untreated_heat_all_DAPI,,,,,,,,,,
control_untreated_heat_all_BIII,,,,,,,,,,
control_untreated_heat_all_DAPI_BIII,,,,,,,,,,
control_untreated_heat_2h_SFPQ_DAPI,0.8029547275641027,0.7378045944940477,0.8496310763888888,0.7649918440934066,0.7610963255494506,0.7069010416666667,0.7055564413265306,0.7021188446969697,0.8616187686011904,0.8505563446969697
control_untreated_heat_2h_SFPQ_BIII,0.9410528273809524,0.9489795918367347,0.9821056547619048,0.9762834821428572,0.973453443877551,0.9813616071428573,0.9738321109693876,0.9469835069444444,0.9873583447802198,0.9399879092261904
control_untreated_heat_2h_SFPQ_DAPI_BIII,0.9836939102564104,0.9798346185064936,0.9890407986111108,0.9877446771978022,0.9825291895604396,0.9755859375,0.9436583227040816,0.9894057765151516,0.9969540550595236,0.9855883049242424
control_untreated_heat_2h_SFPQ_SFPQ,0.9417067307692308,0.9075885052447552,0.9535373263888888,0.9356971153846152,0.9500343406593408,0.940604967948718,0.9276055975274726,0.9368851273148148,0.9470653044871794,0.9513790246212122
control_untreated_heat_2h_SFPQ_DAPI_BIII_SFPQ,0.9839820636094674,0.9630408653846154,0.9891927083333334,0.9938054733727812,0.9802326579670328,0.9900824652777778,0.9778717376373628,0.9968171296296297,0.9949669471153846,0.9903473657024794
control_untreated_heat_2h_TDP-43_DAPI,0.7153245192307692,0.7853515625,0.7616091358418366,0.7471590909090909,0.7621193910256411,0.7414102359693879,0.7624457465277779,0.7313058035714286,0.8166142751479291,0.8483573717948718
control_untreated_heat_2h_TDP-43_BIII,0.9698846726190476,0.9878348214285714,0.9925063775510204,0.9707775297619048,0.9930088141025641,0.973809523809524,0.9151599702380953,0.9756181318681318,0.9820784684065932,0.984868646978022
control_untreated_heat_2h_TDP-43_DAPI_BIII,0.9849559294871796,0.9910590277777778,0.9885204081632653,0.9810132575757576,0.9985476762820512,0.9751275510204082,0.9458116319444444,0.9917922247023808,0.960521449704142,0.995868389423077
control_untreated_heat_2h_TDP-43_TDP-43,0.9954427083333331,0.9916666666666668,0.9958944515306122,0.995809659090909,0.9810822315705128,0.9726163903061226,0.9975477430555556,0.9879768668831168,0.9651692708333334,0.9603365384615384
control_untreated_heat_2h_TDP-43_DAPI_BIII_TDP-43,0.9970052083333334,0.9989366319444444,0.9957748724489796,0.9981770833333332,0.9976712740384616,0.9860889668367346,0.9948863636363636,0.9919338474025974,0.9950921474358976,0.9886568509615384
control_untreated_heat_2h_FUS_DAPI,0.7327323717948718,0.6297647664835164,0.7517299107142859,0.7176382211538461,0.6747150031887755,0.7126860119047619,0.7634327168367347,0.7439689217032966,0.6606878698224852,0.7194973692602041
control_untreated_heat_2h_FUS_BIII,0.9765252976190476,0.9695226648351648,0.9393136160714286,0.9791466346153846,0.9587053571428572,0.9725446428571428,0.9819568452380952,0.9845252403846154,0.916745364010989,0.9486208545918368
control_untreated_heat_2h_FUS_DAPI_BIII,0.9846354166666668,0.9772063873626372,0.960319674744898,0.9814102564102564,0.9601203762755104,0.9731584821428572,0.9855508609693876,0.9773566277472528,0.9193093565088756,0.9590441645408164
control_untreated_heat_2h_FUS_FUS,0.9495876736111112,0.9440247252747253,0.9680245535714286,0.919931891025641,0.9255420918367346,0.9247648278061223,0.961555325255102,0.9466002747252747,0.9151026257396452,0.938576211734694
control_untreated_heat_2h_FUS_DAPI_BIII_FUS,0.9960503472222222,0.9826579670329668,0.9831991390306124,0.9846153846153848,0.9702447385204082,0.9882613201530612,0.9982461734693878,0.9981756524725276,0.969535872781065,0.9467075892857142
control_untreated_heat_2h_hnRNPA1_DAPI,0.6635642538265306,0.7712890625,0.6706931089743591,0.8099959935897436,0.680268787202381,0.7073317307692307,0.7138392857142858,0.7592873086734693,0.7049708104395604,0.7023875956632654
control_untreated_heat_2h_hnRNPA1_BIII,0.9242931547619048,0.943154761904762,0.9714657738095238,0.9611378205128204,0.961116868622449,0.9397879464285714,0.9746651785714284,0.9346168154761904,0.9440967793367346,0.9790537308673468
control_untreated_heat_2h_hnRNPA1_DAPI_BIII,0.9422632334183674,0.9412946428571428,0.976923076923077,0.9662860576923076,0.9661690848214284,0.9337654532967034,0.9623697916666666,0.9215760522959184,0.9476304945054944,0.9866669323979592
control_untreated_heat_2h_hnRNPA1_hnRNPA1,0.9482421875,0.8936011904761905,0.898818108974359,0.8990584935897437,0.9132719494047621,0.8775326236263735,0.8811011904761905,0.9207091039540818,0.8111907623626374,0.9345105229591836
control_untreated_heat_2h_hnRNPA1_DAPI_BIII_hnRNPA1,0.9760243941326532,0.9821614583333332,0.9854567307692308,0.9849559294871796,0.9667271205357144,0.9676339285714284,0.982645089285714,0.9670161033163264,0.9578253777472528,0.994140625
control_untreated_heat_2h_hnRNPK_DAPI,0.7316778273809523,0.7115017361111111,0.6698474702380952,0.7581194196428571,0.6295479910714286,0.6923030931122449,0.7607621173469388,0.7206682477678572,0.7530691964285714,0.7309087396978022
control_untreated_heat_2h_hnRNPK_BIII,0.9516741071428572,0.9403087797619047,0.944828869047619,0.96953125,0.9183779761904762,0.9565529336734694,0.9803199404761904,0.8977399553571429,0.9320591517857142,0.9741908482142858
control_untreated_heat_2h_hnRNPK_DAPI_BIII,0.9611793154761904,0.9444661458333332,0.969921875,0.9769345238095236,0.9412760416666668,0.9500558035714284,0.9742705676020408,0.8933919270833333,0.8751717032967034,0.9731069711538461
control_untreated_heat_2h_hnRNPK_hnRNPK,0.8294084821428571,0.9244140625,0.8609002976190476,0.840234375,0.778515625,0.848622081043956,0.8809390943877552,0.8292625343406593,0.8507535133136095,0.8655777815934065
control_untreated_heat_2h_hnRNPK_DAPI_BIII_hnRNPK,0.957421875,0.9451822916666668,0.9751302083333334,0.9890625,0.9630022321428572,0.9445183722527472,0.9772401147959184,0.9160853794642858,0.9592964127218936,0.9666466346153846
control_untreated_heat_2h_all_DAPI,,,,,,,,,,
control_untreated_heat_2h_all_BIII,,,,,,,,,,
control_untreated_heat_2h_all_DAPI_BIII,,,,,,,,,,
